,index,isp,ik,ib,1s,2s,2p,3s,3p,3d,4s,4p,4d,5s,5p,5d,6s,6p,sum,EF_PBE,EF_HSE,eig_PBE,eig_HSE,eigshift(eV)
5529,5529,0,102,21,0.0000,0.0030,0.0060,0.0000,0.0000,0.0000,0.0000,0.0000,0.3810,0.0010,0.0000,0.0000,0.0000,0.0000,0.3910,-2.79921820,-3.38955695,1.20814263,-0.15373823,-1.36188086
5530,5530,0,102,22,0.0000,0.0010,0.0360,0.0000,0.0000,0.0000,0.0000,0.0000,0.0520,0.0010,0.0100,0.0000,0.0000,0.0000,0.1000,-1.93308192,-2.24346239,2.07427891,0.99235633,-1.08192258
5531,5531,0,102,23,0.0000,0.0010,0.0360,0.0000,0.0000,0.0000,0.0000,0.0000,0.2660,0.0480,0.0000,0.0000,0.0000,0.0000,0.3510,-1.93307801,-2.24346085,2.07428282,0.99235787,-1.08192495
5532,5532,0,102,24,0.0000,0.0000,0.1730,0.0000,0.0000,0.0000,0.0000,0.0000,0.0680,0.0000,0.0170,0.0000,0.0000,0.0000,0.2580,-1.53776111,-1.84654657,2.46959972,1.38927215,-1.08032757
5533,5533,0,102,25,0.0000,0.0000,0.1730,0.0000,0.0000,0.0000,0.0000,0.0000,0.1880,0.0010,0.0060,0.0000,0.0000,0.0000,0.3680,-1.53775766,-1.84654477,2.46960317,1.38927395,-1.08032922
5534,5534,0,102,26,0.0000,0.0010,0.1130,0.0000,0.0000,0.0000,0.0000,0.0000,0.1360,0.0320,0.0030,0.0000,0.0000,0.0000,0.2850,-0.68752144,-0.81569837,3.31983939,2.42012035,-0.89971904
5535,5535,0,102,27,0.0000,0.0010,0.1210,0.0000,0.0000,0.0000,0.0000,0.0000,0.1260,0.0190,0.0010,0.0000,0.0000,0.0000,0.2680,-0.68751646,-0.81569674,3.31984437,2.42012198,-0.89972239
5536,5536,0,102,28,0.0000,0.0210,0.0640,0.0000,0.0000,0.0000,0.0000,0.0000,0.0810,0.0340,0.0190,0.0000,0.0000,0.0000,0.2190,2.15999162,3.35076167,6.16735245,6.58658039,0.41922794
5537,5537,0,102,29,0.0000,0.0320,0.0450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0210,0.0380,0.0210,0.0000,0.0000,0.0000,0.1570,2.15999350,3.35076334,6.16735433,6.58658206,0.41922773
5538,5538,0,102,30,0.0000,0.0000,0.1230,0.0000,0.0000,0.0000,0.0000,0.0000,0.0160,0.0110,0.0420,0.0000,0.0000,0.0000,0.1920,3.87446615,5.15457118,7.88182698,8.39038990,0.50856292
5539,5539,0,102,31,0.0000,0.0000,0.1170,0.0000,0.0000,0.0000,0.0000,0.0000,0.0670,0.0160,0.0200,0.0000,0.0000,0.0000,0.2200,3.87446890,5.15457347,7.88182973,8.39039219,0.50856246
5540,5540,0,102,32,0.0000,0.0000,0.0160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0080,0.0280,0.0620,0.0000,0.0000,0.0000,0.1140,6.77425229,8.26067439,10.78161312,11.49649311,0.71487999
5541,5541,0,102,33,0.0000,0.0000,0.0170,0.0000,0.0000,0.0000,0.0000,0.0000,0.0250,0.1030,0.0080,0.0000,0.0000,0.0000,0.1530,6.77425483,8.26067664,10.78161566,11.49649536,0.71487970
5542,5542,0,102,34,0.0000,0.0070,0.0110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0330,0.0030,0.0730,0.0000,0.0000,0.0000,0.1270,7.47779014,8.85021140,11.48515097,12.08603012,0.60087915
5543,5543,0,102,35,0.0000,0.0050,0.0150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0160,0.0150,0.0570,0.0000,0.0000,0.0000,0.1080,7.47779299,8.85021320,11.48515382,12.08603192,0.60087810
5544,5544,0,102,36,0.0000,0.0110,0.0370,0.0000,0.0000,0.0000,0.0000,0.0000,0.0110,0.0380,0.1230,0.0000,0.0000,0.0000,0.2200,10.40118418,12.03602175,14.40854501,15.27184047,0.86329546
5545,5545,0,102,37,0.0000,0.0100,0.0370,0.0000,0.0000,0.0000,0.0000,0.0000,0.0070,0.0410,0.0160,0.0000,0.0000,0.0000,0.1110,10.40118936,12.03602447,14.40855019,15.27184319,0.86329300
5546,5546,0,102,38,0.0000,0.0060,0.0220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0180,0.0220,0.0190,0.0000,0.0000,0.0000,0.0870,10.71051518,12.36910383,14.71787601,15.60492255,0.88704654
5547,5547,0,102,39,0.0000,0.0020,0.0790,0.0000,0.0000,0.0000,0.0000,0.0000,0.0110,0.0190,0.0480,0.0000,0.0000,0.0000,0.1590,10.71051715,12.36910488,14.71787798,15.60492360,0.88704562
5548,5548,0,102,40,0.0000,0.0000,0.0250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0190,0.0180,0.1170,0.0000,0.0000,0.0000,0.1790,11.57281664,13.13013165,15.58017747,16.36595037,0.78577290
5549,5549,0,102,41,0.0000,0.0000,0.0080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0260,0.0010,0.0160,0.0000,0.0000,0.0000,0.0510,11.57282073,13.13013541,15.58018156,16.36595413,0.78577257
5550,5550,0,102,42,0.0000,0.0070,0.0070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0250,0.0030,0.0570,0.0000,0.0000,0.0000,0.0990,14.41075329,16.01902341,18.41811412,19.25484213,0.83672801
5551,5551,0,102,43,0.0000,0.0040,0.0130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0150,0.0040,0.0720,0.0000,0.0000,0.0000,0.1080,14.41075604,16.01902613,18.41811687,19.25484485,0.83672798
5552,5552,0,102,44,0.0000,0.0000,0.0110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0320,0.0070,0.0500,0.0000,0.0000,0.0000,0.1000,15.55333696,17.11370097,19.56069779,20.34951969,0.78882190
5553,5553,0,102,45,0.0000,0.0000,0.0170,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000,0.0400,0.0000,0.0000,0.0000,0.0590,15.55334143,17.11370528,19.56070226,20.34952400,0.78882174
5554,5554,0,102,46,0.0000,0.0010,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0070,0.0030,0.0550,0.0000,0.0000,0.0000,0.0780,16.63745978,18.36018701,20.64482061,21.59600573,0.95118512
5555,5555,0,102,47,0.0000,0.0010,0.0130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0120,0.0000,0.1200,0.0000,0.0000,0.0000,0.1460,16.63746404,18.36019093,20.64482487,21.59600965,0.95118478
5556,5556,0,102,48,0.0000,0.0010,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0370,0.0000,0.0000,0.0000,0.0510,18.27816534,19.90008111,22.28552617,23.13589983,0.85037366
5557,5557,0,102,49,0.0000,0.0020,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0790,0.0080,0.0130,0.0000,0.0000,0.0000,0.1040,18.27816716,19.90008457,22.28552799,23.13590329,0.85037530
5558,5558,0,102,50,0.0000,0.0000,0.0280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0860,0.0050,0.0090,0.0000,0.0000,0.0000,0.1280,19.58084587,21.30286224,23.58820670,24.53868096,0.95047426
5559,5559,0,102,51,0.0000,0.0010,0.0280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0150,0.0010,0.0060,0.0000,0.0000,0.0000,0.0510,19.58085095,21.30286457,23.58821178,24.53868329,0.95047151
5560,5560,0,102,52,0.0000,0.0000,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0630,0.0240,0.0290,0.0000,0.0000,0.0000,0.1180,20.12843498,21.84573286,24.13579581,25.08155158,0.94575577
5561,5561,0,102,53,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0410,0.0050,0.0410,0.0000,0.0000,0.0000,0.0870,20.12843889,21.84573713,24.13579972,25.08155585,0.94575613
5562,5562,0,103,0,0.0000,0.3750,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0180,0.0090,0.0000,0.0000,0.0000,0.0000,0.4020,-18.23326697,-19.90029991,-14.22590614,-16.66448119,-2.43857505
5563,5563,0,103,1,0.0000,0.3830,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0120,0.0000,0.0000,0.0000,0.3960,-18.01403308,-19.66704347,-14.00667225,-16.43122475,-2.42455250
5564,5564,0,103,2,0.0000,0.0000,0.1740,0.0000,0.0000,0.0000,0.0000,0.0000,0.0920,0.0150,0.0010,0.0000,0.0000,0.0000,0.2820,-6.06238175,-6.57541709,-2.05502092,-3.33959837,-1.28457745
5565,5565,0,103,3,0.0000,0.0000,0.1730,0.0000,0.0000,0.0000,0.0000,0.0000,0.1620,0.0220,0.0010,0.0000,0.0000,0.0000,0.3580,-6.05221797,-6.57373381,-2.04485714,-3.33791509,-1.29305795
5566,5566,0,103,4,0.0000,0.0020,0.1720,0.0000,0.0000,0.0000,0.0000,0.0000,0.0960,0.0020,0.0050,0.0000,0.0000,0.0000,0.2770,-5.72691369,-6.25405945,-1.71955286,-3.01824073,-1.29868787
5567,5567,0,103,5,0.0000,0.0030,0.1780,0.0000,0.0000,0.0000,0.0000,0.0000,0.0530,0.0010,0.0070,0.0000,0.0000,0.0000,0.2420,-4.88921989,-5.38683086,-0.88185906,-2.15101214,-1.26915308
5568,5568,0,103,6,0.0000,0.0000,0.1630,0.0000,0.0000,0.0000,0.0000,0.0000,0.0560,0.0000,0.0120,0.0000,0.0000,0.0000,0.2310,-4.65128019,-5.18501066,-0.64391936,-1.94919194,-1.30527258
5569,5569,0,103,7,0.0000,0.0000,0.1610,0.0000,0.0000,0.0000,0.0000,0.0000,0.0470,0.0000,0.0210,0.0000,0.0000,0.0000,0.2290,-4.63941222,-5.17449811,-0.63205139,-1.93867939,-1.30662800
5570,5570,0,103,8,0.0000,0.0000,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.1360,0.0010,0.0020,0.0000,0.0000,0.0000,0.1420,-3.68544198,-4.30197105,0.32191885,-1.06615233,-1.38807118
5571,5571,0,103,9,0.0000,0.0000,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.1150,0.0070,0.0030,0.0000,0.0000,0.0000,0.1280,-3.62489359,-4.23009279,0.38246724,-0.99427407,-1.37674131
5572,5572,0,103,10,0.0000,0.0000,0.0080,0.0000,0.0000,0.0000,0.0000,0.0000,0.2550,0.0110,0.0010,0.0000,0.0000,0.0000,0.2750,-3.59261447,-4.19558776,0.41474636,-0.95976904,-1.37451540
5573,5573,0,103,11,0.0000,0.0000,0.0060,0.0000,0.0000,0.0000,0.0000,0.0000,0.3290,0.0000,0.0010,0.0000,0.0000,0.0000,0.3360,-3.34364069,-4.02354618,0.66372014,-0.78772746,-1.45144760
5574,5574,0,103,12,0.0000,0.0000,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.2170,0.0000,0.0000,0.0000,0.0000,0.0000,0.2180,-3.34340484,-4.01424966,0.66395599,-0.77843094,-1.44238693
5575,5575,0,103,13,0.0000,0.0000,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.2240,0.0030,0.0010,0.0000,0.0000,0.0000,0.2310,-3.24699268,-3.89304521,0.76036815,-0.65722649,-1.41759464
5576,5576,0,103,14,0.0000,0.0000,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.3210,0.0000,0.0000,0.0000,0.0000,0.0000,0.3230,-3.21352431,-3.86715273,0.79383652,-0.63133401,-1.42517053
5577,5577,0,103,15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3070,0.0070,0.0020,0.0000,0.0000,0.0000,0.3160,-3.12138134,-3.78978794,0.88597949,-0.55396922,-1.43994871
5578,5578,0,103,16,0.0000,0.0000,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.3940,0.0000,0.0000,0.0000,0.0000,0.0000,0.3950,-3.11983273,-3.70912958,0.88752810,-0.47331086,-1.36083896
5579,5579,0,103,17,0.0000,0.0010,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.1720,0.0000,0.0010,0.0000,0.0000,0.0000,0.1750,-3.03924645,-3.64080815,0.96811438,-0.40498943,-1.37310381
5580,5580,0,103,18,0.0000,0.0010,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.1690,0.0010,0.0000,0.0000,0.0000,0.0000,0.1740,-2.83928102,-3.44974969,1.16807981,-0.21393097,-1.38201078
5581,5581,0,103,19,0.0000,0.0000,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.3250,0.0000,0.0000,0.0000,0.0000,0.0000,0.3260,-2.76636484,-3.41497902,1.24099599,-0.17916030,-1.42015629
5582,5582,0,103,20,0.0000,0.0000,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.2240,0.0000,0.0000,0.0000,0.0000,0.0000,0.2270,-2.75582618,-3.40591217,1.25153465,-0.17009345,-1.42162810
5583,5583,0,103,21,0.0000,0.0020,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.1660,0.0000,0.0000,0.0000,0.0000,0.0000,0.1770,-2.70622776,-3.30063316,1.30113307,-0.06481444,-1.36594751
5584,5584,0,103,22,0.0000,0.0000,0.0620,0.0000,0.0000,0.0000,0.0000,0.0000,0.1160,0.0020,0.0100,0.0000,0.0000,0.0000,0.1900,-2.14996910,-2.54245247,1.85739173,0.69336625,-1.16402548
5585,5585,0,103,23,0.0000,0.0000,0.0960,0.0000,0.0000,0.0000,0.0000,0.0000,0.0590,0.0100,0.0140,0.0000,0.0000,0.0000,0.1790,-1.99105798,-2.37124966,2.01630285,0.86456906,-1.15173379
5586,5586,0,103,24,0.0000,0.0020,0.0930,0.0000,0.0000,0.0000,0.0000,0.0000,0.0980,0.0310,0.0060,0.0000,0.0000,0.0000,0.2300,-1.49655728,-1.71653185,2.51080355,1.51928687,-0.99151668
5587,5587,0,103,25,0.0000,0.0000,0.1400,0.0000,0.0000,0.0000,0.0000,0.0000,0.1720,0.0030,0.0040,0.0000,0.0000,0.0000,0.3190,-1.31192090,-1.54341687,2.69543993,1.69240185,-1.00303808
5588,5588,0,103,26,0.0000,0.0050,0.1160,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.0080,0.0010,0.0000,0.0000,0.0000,0.2300,-0.92145150,-1.07551183,3.08590933,2.16030689,-0.92560244
5589,5589,0,103,27,0.0000,0.0000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1750,0.0640,0.0010,0.0000,0.0000,0.0000,0.3400,-0.63978222,-0.77061290,3.36757861,2.46520582,-0.90237279
5590,5590,0,103,28,0.0000,0.0240,0.0480,0.0000,0.0000,0.0000,0.0000,0.0000,0.0660,0.0410,0.0220,0.0000,0.0000,0.0000,0.2010,2.07456393,3.23215809,6.08192476,6.46797681,0.38605205
5591,5591,0,103,29,0.0000,0.0210,0.1020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0130,0.0080,0.0250,0.0000,0.0000,0.0000,0.1690,2.69254225,3.93357148,6.69990308,7.16939020,0.46948712
5592,5592,0,103,30,0.0000,0.0000,0.0980,0.0000,0.0000,0.0000,0.0000,0.0000,0.0320,0.0030,0.0210,0.0000,0.0000,0.0000,0.1540,3.58015581,4.76815943,7.58751664,8.00397815,0.41646151
5593,5593,0,103,31,0.0000,0.0030,0.0950,0.0000,0.0000,0.0000,0.0000,0.0000,0.0550,0.0410,0.0350,0.0000,0.0000,0.0000,0.2290,4.05559006,5.34603831,8.06295089,8.58185703,0.51890614
5594,5594,0,103,32,0.0000,0.0030,0.0320,0.0000,0.0000,0.0000,0.0000,0.0000,0.0340,0.0430,0.0410,0.0000,0.0000,0.0000,0.1530,5.46744508,6.84253757,9.47480591,10.07835629,0.60355038
5595,5595,0,103,33,0.0000,0.0020,0.0560,0.0000,0.0000,0.0000,0.0000,0.0000,0.0280,0.0160,0.0210,0.0000,0.0000,0.0000,0.1230,5.56413024,7.07435641,9.57149107,10.31017513,0.73868406
5596,5596,0,103,34,0.0000,0.0210,0.0270,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020,0.1090,0.0390,0.0000,0.0000,0.0000,0.1980,8.50807753,10.09371985,12.51543836,13.32953857,0.81410021
5597,5597,0,103,35,0.0000,0.0120,0.0180,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0110,0.0700,0.0000,0.0000,0.0000,0.1210,8.63881419,10.17076978,12.64617502,13.40658850,0.76041348
5598,5598,0,103,36,0.0000,0.0010,0.0330,0.0000,0.0000,0.0000,0.0000,0.0000,0.0180,0.0580,0.0780,0.0000,0.0000,0.0000,0.1880,9.28298387,10.84359876,13.29034470,14.07941748,0.78907278
5599,5599,0,103,37,0.0000,0.0010,0.0240,0.0000,0.0000,0.0000,0.0000,0.0000,0.0190,0.0010,0.0830,0.0000,0.0000,0.0000,0.1280,9.63348022,11.14643506,13.64084105,14.38225378,0.74141273
5600,5600,0,103,38,0.0000,0.0000,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0180,0.0050,0.0420,0.0000,0.0000,0.0000,0.0770,11.65621234,13.22655697,15.66357317,16.46237569,0.79880252
5601,5601,0,103,39,0.0000,0.0010,0.0150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0190,0.0010,0.0990,0.0000,0.0000,0.0000,0.1350,11.66766510,13.23265273,15.67502593,16.46847145,0.79344552
5602,5602,0,103,40,0.0000,0.0010,0.0360,0.0000,0.0000,0.0000,0.0000,0.0000,0.0070,0.0260,0.0250,0.0000,0.0000,0.0000,0.0950,11.89780277,13.62226895,15.90516360,16.85808767,0.95292407
5603,5603,0,103,41,0.0000,0.0020,0.0280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0340,0.0060,0.0480,0.0000,0.0000,0.0000,0.1180,12.68775272,14.15401960,16.69511355,17.38983832,0.69472477
5604,5604,0,103,42,0.0000,0.0010,0.0070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0080,0.0000,0.0490,0.0000,0.0000,0.0000,0.0650,13.98847555,15.58872293,17.99583638,18.82454165,0.82870527
5605,5605,0,103,43,0.0000,0.0040,0.0190,0.0000,0.0000,0.0000,0.0000,0.0000,0.0210,0.0050,0.0330,0.0000,0.0000,0.0000,0.0820,14.29075709,15.90617007,18.29811792,19.14198879,0.84387087
5606,5606,0,103,44,0.0000,0.0010,0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0130,0.0000,0.0990,0.0000,0.0000,0.0000,0.1170,14.88766520,16.44219901,18.89502603,19.67801773,0.78299170
5607,5607,0,103,45,0.0000,0.0030,0.0260,0.0000,0.0000,0.0000,0.0000,0.0000,0.0120,0.0010,0.0390,0.0000,0.0000,0.0000,0.0810,16.08282256,17.71251098,20.09018339,20.94832970,0.85814631
5608,5608,0,103,46,0.0000,0.0010,0.0260,0.0000,0.0000,0.0000,0.0000,0.0000,0.0110,0.0060,0.1240,0.0000,0.0000,0.0000,0.1680,16.27327900,18.07319440,20.28063983,21.30901312,1.02837329
5609,5609,0,103,47,0.0000,0.0050,0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0270,0.0080,0.0150,0.0000,0.0000,0.0000,0.0600,17.12134259,18.77182837,21.12870342,22.00764709,0.87894367
5610,5610,0,103,48,0.0000,0.0000,0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0840,0.0070,0.0210,0.0000,0.0000,0.0000,0.1160,17.91390705,19.49361621,21.92126788,22.72943493,0.80816705
5611,5611,0,103,49,0.0000,0.0000,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0340,0.0080,0.0310,0.0000,0.0000,0.0000,0.0820,18.47761883,20.17727326,22.48497966,23.41309198,0.92811232
5612,5612,0,103,50,0.0000,0.0000,0.0150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0170,0.0010,0.0090,0.0000,0.0000,0.0000,0.0420,19.30798966,20.95817516,23.31535049,24.19399388,0.87864339
5613,5613,0,103,51,0.0000,0.0000,0.0170,0.0000,0.0000,0.0000,0.0000,0.0000,0.0510,0.0020,0.0090,0.0000,0.0000,0.0000,0.0790,19.74473917,21.43896163,23.75210000,24.67478035,0.92268035
5614,5614,0,103,52,0.0000,0.0010,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0380,0.0070,0.0050,0.0000,0.0000,0.0000,0.0530,20.55136810,22.22918255,24.55872893,25.46500127,0.90627234
5615,5615,0,103,53,0.0000,0.0040,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0630,0.0010,0.0190,0.0000,0.0000,0.0000,0.0990,20.62275956,22.32335443,24.63012039,25.55917315,0.92905276
5616,5616,0,104,0,0.0000,0.3720,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0180,0.0090,0.0000,0.0000,0.0000,0.0000,0.3990,-18.30838082,-19.98023758,-14.30101999,-16.74441886,-2.44339887
5617,5617,0,104,1,0.0000,0.3870,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0120,0.0000,0.0000,0.0000,0.3990,-17.92798957,-19.57554508,-13.92062874,-16.33972636,-2.41909762
5618,5618,0,104,2,0.0000,0.0000,0.1690,0.0000,0.0000,0.0000,0.0000,0.0000,0.1060,0.0150,0.0000,0.0000,0.0000,0.0000,0.2900,-6.15133679,-6.69158705,-2.14397596,-3.45576833,-1.31179237
5619,5619,0,104,3,0.0000,0.0000,0.1680,0.0000,0.0000,0.0000,0.0000,0.0000,0.1720,0.0260,0.0000,0.0000,0.0000,0.0000,0.3660,-6.14387788,-6.68773941,-2.13651705,-3.45192069,-1.31540364
5620,5620,0,104,4,0.0000,0.0010,0.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0700,0.0000,0.0020,0.0000,0.0000,0.0000,0.2430,-6.01198536,-6.55083636,-2.00462453,-3.31501764,-1.31039311
5621,5621,0,104,5,0.0000,0.0020,0.1850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0300,0.0000,0.0060,0.0000,0.0000,0.0000,0.2230,-4.47628967,-4.94489960,-0.46892884,-1.70908088,-1.24015204
5622,5622,0,104,6,0.0000,0.0000,0.1720,0.0000,0.0000,0.0000,0.0000,0.0000,0.0390,0.0000,0.0160,0.0000,0.0000,0.0000,0.2270,-4.36233644,-4.86099721,-0.35497561,-1.62517849,-1.27020288
5623,5623,0,104,7,0.0000,0.0000,0.1780,0.0000,0.0000,0.0000,0.0000,0.0000,0.0030,0.0000,0.0300,0.0000,0.0000,0.0000,0.2110,-4.33851834,-4.82391865,-0.33115751,-1.58809993,-1.25694242
5624,5624,0,104,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1540,0.0130,0.0020,0.0000,0.0000,0.0000,0.1690,-3.80172101,-4.43482189,0.20563982,-1.19900317,-1.40464299
5625,5625,0,104,9,0.0000,0.0000,0.0270,0.0000,0.0000,0.0000,0.0000,0.0000,0.1470,0.0000,0.0050,0.0000,0.0000,0.0000,0.1790,-3.77495054,-4.33902812,0.23241029,-1.10320940,-1.33561969
5626,5626,0,104,10,0.0000,0.0000,0.0180,0.0000,0.0000,0.0000,0.0000,0.0000,0.2480,0.0100,0.0000,0.0000,0.0000,0.0000,0.2760,-3.75153698,-4.33307956,0.25582385,-1.09726084,-1.35308469
5627,5627,0,104,11,0.0000,0.0000,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.1940,0.0000,0.0000,0.0000,0.0000,0.0000,0.1970,-3.34617150,-4.03042395,0.66118933,-0.79460523,-1.45579456
5628,5628,0,104,12,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.2420,0.0020,0.0000,0.0000,0.0000,0.0000,0.2540,-3.32708418,-4.00810024,0.68027665,-0.77228152,-1.45255817
5629,5629,0,104,13,0.0000,0.0000,0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.2380,0.0000,0.0000,0.0000,0.0000,0.0000,0.2420,-3.31704322,-3.96317978,0.69031761,-0.72736106,-1.41767867
5630,5630,0,104,14,0.0000,0.0000,0.0220,0.0000,0.0000,0.0000,0.0000,0.0000,0.3660,0.0000,0.0030,0.0000,0.0000,0.0000,0.3910,-3.25914959,-3.92087127,0.74821124,-0.68505255,-1.43326379
5631,5631,0,104,15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3750,0.0000,0.0000,0.0000,0.0000,0.0000,0.3750,-3.23176359,-3.87897537,0.77559724,-0.64315665,-1.41875389
5632,5632,0,104,16,0.0000,0.0000,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.3580,0.0020,0.0020,0.0000,0.0000,0.0000,0.3650,-2.92593205,-3.50905107,1.08142878,-0.27323235,-1.35466113
5633,5633,0,104,17,0.0000,0.0010,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.2740,0.0000,0.0000,0.0000,0.0000,0.0000,0.2770,-2.91427077,-3.50797027,1.09309006,-0.27215155,-1.36524161
5634,5634,0,104,18,0.0000,0.0000,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.1600,0.0010,0.0000,0.0000,0.0000,0.0000,0.1630,-2.84526254,-3.45538118,1.16209829,-0.21956246,-1.38166075
5635,5635,0,104,19,0.0000,0.0000,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.2370,0.0000,0.0000,0.0000,0.0000,0.0000,0.2390,-2.66502305,-3.32334762,1.34233778,-0.08752890,-1.42986668
5636,5636,0,104,20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3660,0.0000,0.0000,0.0000,0.0000,0.0000,0.3660,-2.66240538,-3.31216944,1.34495545,-0.07635072,-1.42130617
5637,5637,0,104,21,0.0000,0.0010,0.0060,0.0000,0.0000,0.0000,0.0000,0.0000,0.1320,0.0000,0.0000,0.0000,0.0000,0.0000,0.1390,-2.63681126,-3.24598651,1.37054957,-0.01016779,-1.38071736
5638,5638,0,104,22,0.0000,0.0000,0.0630,0.0000,0.0000,0.0000,0.0000,0.0000,0.0520,0.0000,0.0080,0.0000,0.0000,0.0000,0.1230,-2.39725746,-2.86958670,1.61010337,0.36623202,-1.24387135
5639,5639,0,104,23,0.0000,0.0000,0.0860,0.0000,0.0000,0.0000,0.0000,0.0000,0.0950,0.0000,0.0130,0.0000,0.0000,0.0000,0.1940,-2.31065707,-2.78713527,1.69670376,0.44868345,-1.24802031
5640,5640,0,104,24,0.0000,0.0140,0.0380,0.0000,0.0000,0.0000,0.0000,0.0000,0.0910,0.0020,0.0020,0.0000,0.0000,0.0000,0.1470,-1.38440581,-1.55392220,2.62295502,1.68189652,-0.94105850
5641,5641,0,104,25,0.0000,0.0000,0.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.1500,0.0480,0.0000,0.0000,0.0000,0.0000,0.3080,-1.04630009,-1.22930056,2.96106074,2.00651816,-0.95454258
5642,5642,0,104,26,0.0000,0.0000,0.1070,0.0000,0.0000,0.0000,0.0000,0.0000,0.1500,0.0000,0.0030,0.0000,0.0000,0.0000,0.2600,-1.02736268,-1.20435733,2.97999815,2.03146139,-0.94853676
5643,5643,0,104,27,0.0000,0.0000,0.0880,0.0000,0.0000,0.0000,0.0000,0.0000,0.1600,0.0770,0.0000,0.0000,0.0000,0.0000,0.3250,-0.64511657,-0.79243988,3.36224426,2.44337884,-0.91886542
5644,5644,0,104,28,0.0000,0.0160,0.0700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0420,0.0300,0.0400,0.0000,0.0000,0.0000,0.1980,2.38918462,3.53827343,6.39654545,6.77409215,0.37754670
