,index,isp,ik,ib,1s,2s,2p,3s,3p,3d,4s,4p,4d,5s,5p,5d,6s,6p,sum,EF_PBE,EF_HSE,eig_PBE,eig_HSE,eigshift(eV)
0,0,0,0,0,0.0000,0.3670,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0180,0.0100,0.0000,0.0000,0.0000,0.0000,0.3950,-18.41540667,-20.09398316,-14.40804584,-16.85816444,-2.45011860
1,1,0,0,1,0.0000,0.3920,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0120,0.0000,0.0000,0.0000,0.4040,-17.83132092,-19.47307497,-13.82396009,-16.23725625,-2.41329616
2,2,0,0,2,0.0000,0.0000,0.1600,0.0000,0.0000,0.0000,0.0000,0.0000,0.1850,0.0320,0.0000,0.0000,0.0000,0.0000,0.3770,-6.35900887,-6.94428797,-2.35164804,-3.70846925,-1.35682121
3,3,0,0,3,0.0000,0.0000,0.1600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0800,0.0030,0.0000,0.0000,0.0000,0.0000,0.2430,-6.35900268,-6.94428594,-2.35164185,-3.70846722,-1.35682537
4,4,0,0,4,0.0000,0.0000,0.1590,0.0000,0.0000,0.0000,0.0000,0.0000,0.0700,0.0000,0.0000,0.0000,0.0000,0.0000,0.2290,-6.35899718,-6.94428440,-2.35163635,-3.70846568,-1.35682933
5,5,0,0,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1080,0.0470,0.0000,0.0000,0.0000,0.0000,0.1550,-4.27110209,-4.71037075,-0.26374126,-1.47455203,-1.21081077
6,6,0,0,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2180,0.0000,0.0000,0.0000,0.0000,0.0000,0.2180,-3.99654611,-4.71036853,0.01081472,-1.47454981,-1.48536453
7,7,0,0,7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2180,0.0000,0.0000,0.0000,0.0000,0.0000,0.2180,-3.99654607,-4.65112872,0.01081476,-1.41531000,-1.42612476
8,8,0,0,8,0.0000,0.0000,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.2420,0.0000,0.0000,0.0000,0.0000,0.0000,0.2440,-3.80155856,-4.44639166,0.20580227,-1.21057294,-1.41637521
9,9,0,0,9,0.0000,0.0000,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.2290,0.0010,0.0000,0.0000,0.0000,0.0000,0.2330,-3.80155642,-4.44639119,0.20580441,-1.21057247,-1.41637688
10,10,0,0,10,0.0000,0.0000,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.1830,0.0020,0.0000,0.0000,0.0000,0.0000,0.1880,-3.80155500,-4.44639021,0.20580583,-1.21057149,-1.41637732
11,11,0,0,11,0.0000,0.0000,0.3260,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0580,0.0000,0.0000,0.0000,0.3840,-3.36523708,-3.66786168,0.64212375,-0.43204296,-1.07416671
12,12,0,0,12,0.0000,0.0000,0.3260,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0110,0.0000,0.0000,0.0000,0.3370,-3.36523561,-3.66785925,0.64212522,-0.43204053,-1.07416575
13,13,0,0,13,0.0000,0.0000,0.3260,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0050,0.0000,0.0000,0.0000,0.3310,-3.36523395,-3.57721912,0.64212688,-0.34140040,-0.98352728
14,14,0,0,14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2390,0.0000,0.0000,0.0000,0.0000,0.0000,0.2390,-2.99259260,-3.57721885,1.01476823,-0.34140013,-1.35616836
15,15,0,0,15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2380,0.0000,0.0000,0.0000,0.0000,0.0000,0.2380,-2.99259249,-3.57721877,1.01476834,-0.34140005,-1.35616839
16,16,0,0,16,0.0000,0.0000,0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.2990,0.0000,0.0000,0.0000,0.0000,0.0000,0.3030,-2.84071621,-3.45092350,1.16664462,-0.21510478,-1.38174940
17,17,0,0,17,0.0000,0.0000,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.2730,0.0000,0.0000,0.0000,0.0000,0.0000,0.2760,-2.84070995,-3.45092305,1.16665088,-0.21510433,-1.38175521
18,18,0,0,18,0.0000,0.0000,0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.1430,0.0010,0.0000,0.0000,0.0000,0.0000,0.1480,-2.84070505,-3.45092241,1.16665578,-0.21510369,-1.38175947
19,19,0,0,19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3570,0.0000,0.0000,0.0000,0.0000,0.0000,0.3570,-2.65612114,-3.31677293,1.35123969,-0.08095421,-1.43219390
20,20,0,0,20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3120,0.0000,0.0000,0.0000,0.0000,0.0000,0.3120,-2.65610898,-3.31677095,1.35125185,-0.08095223,-1.43220408
21,21,0,0,21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0600,-2.65609874,-3.31677079,1.35126209,-0.08095207,-1.43221416
22,22,0,0,22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3580,0.0000,0.0000,0.0000,0.0000,0.0000,0.3580,-2.51634793,-3.15978121,1.49101290,0.07603751,-1.41497539
23,23,0,0,23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3150,0.0000,0.0000,0.0000,0.0000,0.0000,0.3150,-2.51633583,-3.15977939,1.49102500,0.07603933,-1.41498567
24,24,0,0,24,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0580,0.0000,0.0000,0.0000,0.0000,0.0000,0.0580,-2.51632545,-3.15977906,1.49103538,0.07603966,-1.41499572
25,25,0,0,25,0.0000,0.0600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1260,0.0360,0.0000,0.0000,0.0000,0.0000,0.2220,-0.05211598,-0.08821293,3.95524485,3.14760579,-0.80763906
26,26,0,0,26,0.0000,0.0000,0.1210,0.0000,0.0000,0.0000,0.0000,0.0000,0.2150,0.0740,0.0000,0.0000,0.0000,0.0000,0.4100,-0.00609989,-0.08821141,4.00126094,3.14760731,-0.85365363
27,27,0,0,27,0.0000,0.0000,0.1200,0.0000,0.0000,0.0000,0.0000,0.0000,0.1050,0.0140,0.0000,0.0000,0.0000,0.0000,0.2390,-0.00609342,-0.08820953,4.00126741,3.14760919,-0.85365822
28,28,0,0,28,0.0000,0.0000,0.1210,0.0000,0.0000,0.0000,0.0000,0.0000,0.0830,0.0020,0.0000,0.0000,0.0000,0.0000,0.2060,-0.00608535,1.03088680,4.00127548,4.26670552,0.26543004
29,29,0,0,29,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0790,0.0000,0.0000,0.0000,0.0790,2.22752339,3.24707800,6.23488422,6.48289672,0.24801250
30,30,0,0,30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0790,0.0000,0.0000,0.0000,0.0790,2.22752354,3.24707828,6.23488437,6.48289700,0.24801263
31,31,0,0,31,0.0000,0.0000,0.1140,0.0000,0.0000,0.0000,0.0000,0.0000,0.0210,0.0350,0.0000,0.0000,0.0000,0.0000,0.1700,7.02212198,8.79559211,11.02948281,12.03141083,1.00192802
32,32,0,0,32,0.0000,0.0000,0.1150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0380,0.1720,0.0000,0.0000,0.0000,0.0000,0.3250,7.02212479,8.79559497,11.02948562,12.03141369,1.00192807
33,33,0,0,33,0.0000,0.0000,0.1150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0220,0.0530,0.0000,0.0000,0.0000,0.0000,0.1900,7.02212818,8.79560126,11.02948901,12.03141998,1.00193097
34,34,0,0,34,0.0000,0.0410,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0600,0.0000,0.0000,0.0000,0.1010,8.49032068,9.96089677,12.49768151,13.19671549,0.69903398
35,35,0,0,35,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0000,0.0000,0.0000,0.0010,8.62496151,10.05077155,12.63232234,13.28659027,0.65426793
36,36,0,0,36,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1440,0.0000,0.0000,0.0000,0.1440,8.62496604,10.05077869,12.63232687,13.28659741,0.65427054
37,37,0,0,37,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1440,0.0000,0.0000,0.0000,0.1440,8.62496715,10.05078168,12.63232798,13.28660040,0.65427242
38,38,0,0,38,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0630,0.0000,0.0000,0.0000,0.0000,0.0000,0.0630,12.03540665,13.48183244,16.04276748,16.71765116,0.67488368
39,39,0,0,39,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0070,0.1280,0.0000,0.0000,0.0000,0.0000,0.1350,12.03540714,13.48183287,16.04276797,16.71765159,0.67488362
40,40,0,0,40,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0560,0.0160,0.0000,0.0000,0.0000,0.0000,0.0720,12.03540741,13.48183365,16.04276824,16.71765237,0.67488413
41,41,0,0,41,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0870,0.0000,0.0000,0.0000,0.0000,0.0000,0.0870,12.68969468,14.05740457,16.69705551,17.29322329,0.59616778
42,42,0,0,42,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0870,0.0000,0.0000,0.0000,0.0000,0.0000,0.0870,12.68969513,14.05740534,16.69705596,17.29322406,0.59616810
43,43,0,0,43,0.0000,0.0000,0.0830,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0720,0.0000,0.0000,0.0000,0.1550,13.19695264,15.00953979,17.20431347,18.24535851,1.04104504
44,44,0,0,44,0.0000,0.0000,0.0830,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0720,0.0000,0.0000,0.0000,0.1550,13.19695525,15.00954311,17.20431608,18.24536183,1.04104575
45,45,0,0,45,0.0000,0.0000,0.0830,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0850,0.0000,0.0000,0.0000,0.1680,13.19696033,15.00954936,17.20432116,18.24536808,1.04104692
46,46,0,0,46,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1010,0.0000,0.0000,0.0000,0.1010,14.76138398,16.44210137,18.76874481,19.67792009,0.90917528
47,47,0,0,47,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1030,0.0000,0.0000,0.0000,0.1030,14.76139033,16.44210848,18.76875116,19.67792720,0.90917604
48,48,0,0,48,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1280,0.0000,0.0000,0.0000,0.1280,14.76140377,16.44212223,18.76876460,19.67794095,0.90917635
49,49,0,0,49,0.0000,0.0070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0150,0.0120,0.0000,0.0000,0.0000,0.0000,0.0340,18.96788830,20.37060496,22.97524913,23.60642368,0.63117455
50,50,0,0,50,0.0000,0.0350,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0330,0.0000,0.0000,0.0000,0.0680,20.45535953,22.17911076,24.46272036,25.41492948,0.95220912
51,51,0,0,51,0.0000,0.0000,0.0260,0.0000,0.0000,0.0000,0.0000,0.0000,0.1160,0.0000,0.0000,0.0000,0.0000,0.0000,0.1420,20.79597037,22.53156252,24.80333120,25.76738124,0.96405004
52,52,0,0,52,0.0000,0.0000,0.0260,0.0000,0.0000,0.0000,0.0000,0.0000,0.1130,0.0000,0.0000,0.0000,0.0000,0.0000,0.1390,20.79597737,22.53156870,24.80333820,25.76738742,0.96404922
53,53,0,0,53,0.0000,0.0000,0.0260,0.0000,0.0000,0.0000,0.0000,0.0000,0.0380,0.0050,0.0000,0.0000,0.0000,0.0000,0.0690,20.79598979,22.53157997,24.80335062,25.76739869,0.96404807
54,54,0,1,0,0.0000,0.3690,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0150,0.0100,0.0000,0.0000,0.0000,0.0000,0.3940,-18.37797364,-20.05413114,-14.37061281,-16.81831242,-2.44769961
55,55,0,1,1,0.0000,0.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0120,0.0000,0.0000,0.0000,0.4030,-17.87248738,-19.51674601,-13.86512655,-16.28092729,-2.41580074
56,56,0,1,2,0.0000,0.0000,0.1620,0.0000,0.0000,0.0000,0.0000,0.0000,0.1620,0.0230,0.0000,0.0000,0.0000,0.0000,0.3470,-6.27250028,-6.84846501,-2.26513945,-3.61264629,-1.34750684
57,57,0,1,3,0.0000,0.0000,0.1620,0.0000,0.0000,0.0000,0.0000,0.0000,0.0640,0.0000,0.0000,0.0000,0.0000,0.0000,0.2260,-6.27249956,-6.84846344,-2.26513873,-3.61264472,-1.34750599
58,58,0,1,4,0.0000,0.0010,0.1620,0.0000,0.0000,0.0000,0.0000,0.0000,0.1090,0.0120,0.0020,0.0000,0.0000,0.0000,0.2860,-6.23835125,-6.81042064,-2.23099042,-3.57460192,-1.34361150
59,59,0,1,5,0.0000,0.0010,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.1150,0.0210,0.0060,0.0000,0.0000,0.0000,0.2190,-4.19410447,-4.79861699,-0.18674364,-1.56279827,-1.37605463
60,60,0,1,6,0.0000,0.0000,0.1280,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.0000,0.0180,0.0000,0.0000,0.0000,0.2460,-4.14143698,-4.67333555,-0.13407615,-1.43751683,-1.30344068
61,61,0,1,7,0.0000,0.0000,0.1280,0.0000,0.0000,0.0000,0.0000,0.0000,0.1660,0.0000,0.0020,0.0000,0.0000,0.0000,0.2960,-4.14143645,-4.67333439,-0.13407562,-1.43751567,-1.30344005
62,62,0,1,8,0.0000,0.0000,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.1430,0.0260,0.0010,0.0000,0.0000,0.0000,0.1900,-4.13130208,-4.63775768,-0.12394125,-1.40193896,-1.27799771
63,63,0,1,9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2190,0.0000,0.0000,0.0000,0.0000,0.0000,0.2190,-3.93075954,-4.52468810,0.07660129,-1.28886938,-1.36547067
64,64,0,1,10,0.0000,0.0000,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.2180,0.0010,0.0000,0.0000,0.0000,0.0000,0.2220,-3.76916805,-4.41388594,0.23819278,-1.17806722,-1.41626000
65,65,0,1,11,0.0000,0.0020,0.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.1260,0.0010,0.0110,0.0000,0.0000,0.0000,0.2900,-3.51353831,-3.98689790,0.49382252,-0.75107918,-1.24490170
66,66,0,1,12,0.0000,0.0000,0.0900,0.0000,0.0000,0.0000,0.0000,0.0000,0.1170,0.0030,0.0130,0.0000,0.0000,0.0000,0.2230,-3.36857151,-3.92477779,0.63878932,-0.68895907,-1.32774839
67,67,0,1,13,0.0000,0.0000,0.0900,0.0000,0.0000,0.0000,0.0000,0.0000,0.2120,0.0000,0.0010,0.0000,0.0000,0.0000,0.3030,-3.36857109,-3.92477697,0.63878974,-0.68895825,-1.32774799
68,68,0,1,14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2370,0.0000,0.0000,0.0000,0.0000,0.0000,0.2370,-2.97023834,-3.64427453,1.03712249,-0.40845581,-1.44557830
69,69,0,1,15,0.0000,0.0000,0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.2370,0.0000,0.0000,0.0000,0.0000,0.0000,0.2410,-2.90208344,-3.50751390,1.10527739,-0.27169518,-1.37697257
70,70,0,1,16,0.0000,0.0010,0.0510,0.0000,0.0000,0.0000,0.0000,0.0000,0.1990,0.0010,0.0040,0.0000,0.0000,0.0000,0.2560,-2.89514572,-3.39586565,1.11221511,-0.16004693,-1.27226204
71,71,0,1,17,0.0000,0.0000,0.0060,0.0000,0.0000,0.0000,0.0000,0.0000,0.1290,0.0000,0.0000,0.0000,0.0000,0.0000,0.1350,-2.76389918,-3.39456112,1.24346165,-0.15874240,-1.40220405
72,72,0,1,18,0.0000,0.0000,0.0060,0.0000,0.0000,0.0000,0.0000,0.0000,0.3440,0.0000,0.0010,0.0000,0.0000,0.0000,0.3510,-2.76389753,-3.39455995,1.24346330,-0.15874123,-1.40220453
73,73,0,1,19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2390,0.0000,0.0000,0.0000,0.0000,0.0000,0.2390,-2.70645317,-3.36244966,1.30090766,-0.12663094,-1.42753860
74,74,0,1,20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2410,0.0000,0.0000,0.0000,0.0000,0.0000,0.2410,-2.64878349,-3.29309599,1.35857734,-0.05727727,-1.41585461
75,75,0,1,21,0.0000,0.0000,0.0060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0630,0.0000,0.0000,0.0000,0.0000,0.0000,0.0690,-2.57101116,-3.20504641,1.43634967,0.03077231,-1.40557736
76,76,0,1,22,0.0000,0.0000,0.0060,0.0000,0.0000,0.0000,0.0000,0.0000,0.4130,0.0000,0.0000,0.0000,0.0000,0.0000,0.4190,-2.57100872,-3.20504547,1.43635211,0.03077325,-1.40557886
77,77,0,1,23,0.0000,0.0000,0.1020,0.0000,0.0000,0.0000,0.0000,0.0000,0.1100,0.0000,0.0130,0.0000,0.0000,0.0000,0.2250,-2.32749914,-2.74965141,1.67986169,0.48616731,-1.19369438
78,78,0,1,24,0.0000,0.0000,0.1020,0.0000,0.0000,0.0000,0.0000,0.0000,0.2340,0.0000,0.0010,0.0000,0.0000,0.0000,0.3370,-2.32749756,-2.74965042,1.67986327,0.48616830,-1.19369497
79,79,0,1,25,0.0000,0.0000,0.0790,0.0000,0.0000,0.0000,0.0000,0.0000,0.1140,0.0320,0.0100,0.0000,0.0000,0.0000,0.2350,-0.63532467,-0.70622788,3.37203616,2.52959084,-0.84244532
80,80,0,1,26,0.0000,0.0000,0.1210,0.0000,0.0000,0.0000,0.0000,0.0000,0.0700,0.0000,0.0000,0.0000,0.0000,0.0000,0.1910,-0.08347291,-0.16840335,3.92388792,3.06741537,-0.85647255
81,81,0,1,27,0.0000,0.0000,0.1210,0.0000,0.0000,0.0000,0.0000,0.0000,0.1960,0.0590,0.0000,0.0000,0.0000,0.0000,0.3760,-0.08347099,-0.16840186,3.92388984,3.06741686,-0.85647298
82,82,0,1,28,0.0000,0.0540,0.0330,0.0000,0.0000,0.0000,0.0000,0.0000,0.1110,0.0330,0.0030,0.0000,0.0000,0.0000,0.2340,0.28342439,1.37538961,4.29078522,4.61120833,0.32042311
83,83,0,1,29,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0060,0.0000,0.0780,0.0000,0.0000,0.0000,0.0840,2.57574809,3.60563636,6.58310892,6.84145508,0.25834616
84,84,0,1,30,0.0000,0.0010,0.0690,0.0000,0.0000,0.0000,0.0000,0.0000,0.0290,0.0010,0.0560,0.0000,0.0000,0.0000,0.1560,2.68301066,3.72510077,6.69037149,6.96091949,0.27054800
85,85,0,1,31,0.0000,0.0190,0.0480,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0590,0.0260,0.0000,0.0000,0.0000,0.1720,6.57675481,8.15784982,10.58411564,11.39366854,0.80955290
86,86,0,1,32,0.0000,0.0000,0.1030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0120,0.0000,0.0060,0.0000,0.0000,0.0000,0.1210,6.94716544,8.70712724,10.95452627,11.94294596,0.98841969
87,87,0,1,33,0.0000,0.0000,0.1030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0370,0.1810,0.0000,0.0000,0.0000,0.0000,0.3210,6.94717042,8.70713115,10.95453125,11.94294987,0.98841862
88,88,0,1,34,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0140,0.0000,0.0860,0.0000,0.0000,0.0000,0.1000,7.79464077,9.15369755,11.80200160,12.38951627,0.58751467
89,89,0,1,35,0.0000,0.0000,0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0220,0.0000,0.0300,0.0000,0.0000,0.0000,0.0560,8.30007150,9.68019267,12.30743233,12.91601139,0.60857906
90,90,0,1,36,0.0000,0.0000,0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0050,0.1280,0.0000,0.0000,0.0000,0.1370,8.30007393,9.68019491,12.30743476,12.91601363,0.60857887
91,91,0,1,37,0.0000,0.0210,0.0360,0.0000,0.0000,0.0000,0.0000,0.0000,0.0030,0.0280,0.0490,0.0000,0.0000,0.0000,0.1370,9.53138824,11.16754583,13.53874907,14.40336455,0.86461548
92,92,0,1,38,0.0000,0.0020,0.0430,0.0000,0.0000,0.0000,0.0000,0.0000,0.0370,0.0000,0.0420,0.0000,0.0000,0.0000,0.1240,11.74156865,13.28944214,15.74892948,16.52526086,0.77633138
93,93,0,1,39,0.0000,0.0000,0.0410,0.0000,0.0000,0.0000,0.0000,0.0000,0.0300,0.0000,0.0580,0.0000,0.0000,0.0000,0.1290,12.06182516,13.55252417,16.06918599,16.78834289,0.71915690
94,94,0,1,40,0.0000,0.0000,0.0410,0.0000,0.0000,0.0000,0.0000,0.0000,0.0080,0.0540,0.0190,0.0000,0.0000,0.0000,0.1220,12.06182772,13.67135227,16.06918855,16.90717099,0.83798244
95,95,0,1,41,0.0000,0.0000,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0420,0.0010,0.0000,0.0000,0.0000,0.0840,12.12304559,13.67135468,16.13040642,16.90717340,0.77676698
96,96,0,1,42,0.0000,0.0020,0.0230,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0.0010,0.0360,0.0000,0.0000,0.0000,0.1120,13.65543437,15.11522687,17.66279520,18.35104559,0.68825039
97,97,0,1,43,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0720,0.0000,0.0100,0.0000,0.0000,0.0000,0.0820,13.69587539,15.22298730,17.70323622,18.45880602,0.75556980
98,98,0,1,44,0.0000,0.0000,0.0410,0.0000,0.0000,0.0000,0.0000,0.0000,0.0180,0.0010,0.0440,0.0000,0.0000,0.0000,0.1040,14.17746171,15.83360355,18.18482254,19.06942227,0.88459973
99,99,0,1,45,0.0000,0.0000,0.0410,0.0000,0.0000,0.0000,0.0000,0.0000,0.0140,0.0220,0.0810,0.0000,0.0000,0.0000,0.1580,14.17746288,15.89114791,18.18482371,19.12696663,0.94214292
100,100,0,1,46,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0140,0.0880,0.0000,0.0000,0.0000,0.1030,14.18957977,15.89114924,18.19694060,19.12696796,0.93002736
101,101,0,1,47,0.0000,0.0000,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0040,0.0000,0.0880,0.0000,0.0000,0.0000,0.1040,14.51224558,16.21179135,18.51960641,19.44761007,0.92800366
102,102,0,1,48,0.0000,0.0000,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0030,0.1170,0.0000,0.0000,0.0000,0.1330,14.51225244,16.21179757,18.51961327,19.44761629,0.92800302
103,103,0,1,49,0.0000,0.0200,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0.0010,0.0190,0.0000,0.0000,0.0000,0.0930,18.95815067,20.63672139,22.96551150,23.87254011,0.90702861
104,104,0,1,50,0.0000,0.0040,0.0160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0110,0.0020,0.0370,0.0000,0.0000,0.0000,0.0700,19.55142216,21.10008130,23.55878299,24.33590002,0.77711703
105,105,0,1,51,0.0000,0.0000,0.0180,0.0000,0.0000,0.0000,0.0000,0.0000,0.0870,0.0000,0.0000,0.0000,0.0000,0.0000,0.1050,20.98831813,22.69442700,24.99567896,25.93024572,0.93456676
106,106,0,1,52,0.0000,0.0000,0.0180,0.0000,0.0000,0.0000,0.0000,0.0000,0.0490,0.0030,0.0000,0.0000,0.0000,0.0000,0.0700,20.98832283,22.69443188,24.99568366,25.93025060,0.93456694
107,107,0,1,53,0.0000,0.0050,0.0160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0460,0.0050,0.0210,0.0000,0.0000,0.0000,0.0930,21.43426963,23.22365866,25.44163046,26.45947738,1.01784692
108,108,0,2,0,0.0000,0.3730,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0120,0.0080,0.0030,0.0000,0.0000,0.0000,0.3960,-18.27440997,-19.94395619,-14.26704914,-16.70813747,-2.44108833
109,109,0,2,1,0.0000,0.3850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0060,0.0030,0.0090,0.0000,0.0000,0.0000,0.4030,-17.98288850,-19.63401890,-13.97552767,-16.39820018,-2.42267251
110,110,0,2,2,0.0000,0.0000,0.1690,0.0000,0.0000,0.0000,0.0000,0.0000,0.1850,0.0220,0.0010,0.0000,0.0000,0.0000,0.3770,-6.04497263,-6.59130214,-2.03761180,-3.35548342,-1.31787162
111,111,0,2,3,0.0000,0.0000,0.1690,0.0000,0.0000,0.0000,0.0000,0.0000,0.0390,0.0000,0.0020,0.0000,0.0000,0.0000,0.2100,-6.04497177,-6.59130009,-2.03761094,-3.35548137,-1.31787043
112,112,0,2,4,0.0000,0.0030,0.1670,0.0000,0.0000,0.0000,0.0000,0.0000,0.1010,0.0110,0.0040,0.0000,0.0000,0.0000,0.2860,-5.89130490,-6.42808372,-1.88394407,-3.19226500,-1.30832093
113,113,0,2,5,0.0000,0.0040,0.1710,0.0000,0.0000,0.0000,0.0000,0.0000,0.0890,0.0070,0.0120,0.0000,0.0000,0.0000,0.2830,-4.73133618,-5.22643509,-0.72397535,-1.99061637,-1.26664102
114,114,0,2,6,0.0000,0.0000,0.1510,0.0000,0.0000,0.0000,0.0000,0.0000,0.0450,0.0000,0.0220,0.0000,0.0000,0.0000,0.2180,-4.68990549,-5.22643418,-0.68254466,-1.99061546,-1.30807080
115,115,0,2,7,0.0000,0.0000,0.1510,0.0000,0.0000,0.0000,0.0000,0.0000,0.1800,0.0000,0.0010,0.0000,0.0000,0.0000,0.3320,-4.68990518,-5.22129761,-0.68254435,-1.98547889,-1.30293454
116,116,0,2,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1330,0.0350,0.0020,0.0000,0.0000,0.0000,0.1700,-3.84022166,-4.42469862,0.16713917,-1.18887990,-1.35601907
117,117,0,2,9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2190,0.0000,0.0020,0.0000,0.0000,0.0000,0.2210,-3.73642538,-4.33774890,0.27093545,-1.10193018,-1.37286563
